Customer_Id,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_Of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_On_Product_Research(Hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_With_Ads,Device_Used_For_Shopping,Payment_Method,Time_Of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_To_Decision,Purchase_Day,Is_Weekend
24-853-1635,20,female,middle,widowed,high school,middle,huangjin,jewelry & accessories,473.28,5,online,5,5.0,1.0,medium,very sensitive,1,9,unknown,smartphone,cash,2024-12-09,False,False,need-based,standard,13,Monday,False
61-627-1822,39,male,high,widowed,bachelor's,high,huquan,jewelry & accessories,446.03,9,in-store,2,1.0,2.0,low,somewhat sensitive,2,7,unknown,tablet,other,2024-06-26,True,True,need-based,express,12,Wednesday,False
89-392-5002,19,female,high,single,bachelor's,high,xinqiao,arts & crafts,287.95,3,mixed,2,3.0,2.0,unknown,very sensitive,2,7,high,tablet,paypal,2024-11-12,True,True,planned,standard,11,Tuesday,False
71-573-6085,31,female,middle,widowed,master's,high,trzemeszno,luxury goods,132.52,6,mixed,1,2.0,0.0,medium,somewhat sensitive,2,10,low,smartphone,debit card,2024-12-20,True,True,impulsive,express,12,Friday,False
91-810-3612,36,female,middle,married,bachelor's,middle,dashkawka,sports & outdoors,379.2,7,online,5,1.0,0.0,medium,very sensitive,2,2,high,smartphone,debit card,2024-05-28,True,True,need-based,no preference,7,Tuesday,False
07-323-0255,31,genderfluid,middle,married,high school,high,sakura,groceries,447.53,4,online,2,1.0,2.0,high,somewhat sensitive,1,6,unknown,smartphone,paypal,2024-10-13,True,True,wants-based,no preference,3,Sunday,True
81-054-5343,45,female,high,divorced,bachelor's,middle,lianghu,office supplies,138.44,4,mixed,5,1.0,1.0,unknown,very sensitive,1,2,unknown,smartphone,cash,2024-02-22,False,True,wants-based,express,1,Thursday,False
14-854-9545,45,agender,middle,single,high school,middle,karabash,home appliances,440.62,8,mixed,2,2.0,2.0,unknown,very sensitive,1,3,medium,tablet,debit card,2024-02-01,True,True,need-based,express,6,Thursday,False
52-150-4629,23,female,high,divorced,master's,high,maomiaoji,sports & outdoors,145.98,4,in-store,1,2.0,1.0,low,very sensitive,2,5,high,desktop,other,2024-09-16,False,False,need-based,no preference,1,Monday,False
48-918-4473,28,male,middle,married,high school,high,pingtian,software & apps,405.66,11,online,5,2.0,1.0,medium,somewhat sensitive,1,3,high,tablet,cash,2024-04-27,True,False,impulsive,express,11,Saturday,True
06-764-5496,26,female,high,single,high school,middle,tisina,clothing,419.98,7,in-store,4,4.0,0.0,unknown,very sensitive,0,10,medium,desktop,paypal,2024-04-28,True,True,impulsive,no preference,14,Sunday,True
67-036-4295,50,female,middle,divorced,master's,high,montceau-les-mines,arts & crafts,260.14,5,online,3,2.0,1.0,unknown,somewhat sensitive,1,7,low,smartphone,other,2024-09-01,True,True,need-based,standard,7,Sunday,True
35-880-9374,36,female,middle,widowed,bachelor's,high,karengan,arts & crafts,368.91,10,in-store,1,3.0,2.0,high,not sensitive,2,10,high,desktop,debit card,2024-03-21,False,False,need-based,no preference,7,Thursday,False
08-614-6177,32,male,middle,widowed,master's,middle,sungai raya,home appliances,100.32,2,in-store,5,1.0,1.0,low,very sensitive,0,1,medium,tablet,credit card,2024-12-11,False,True,planned,express,8,Wednesday,False
35-879-0014,34,male,high,married,master's,middle,zwedru,food & beverages,107.82,7,mixed,5,3.0,2.0,high,very sensitive,2,10,low,smartphone,credit card,2024-12-04,False,True,wants-based,no preference,2,Wednesday,False
91-570-2695,50,male,middle,married,high school,middle,tahta,baby products,83.88,11,online,4,2.0,1.0,medium,not sensitive,0,6,low,desktop,other,2024-02-24,True,True,planned,express,4,Saturday,True
54-193-3526,24,female,middle,widowed,bachelor's,middle,masaran,travel & leisure (flights,81.25,9,online,1,2.0,1.0,low,very sensitive,2,8,medium,desktop,cash,2024-05-24,True,True,planned,no preference,10,Friday,False
55-237-7991,49,male,middle,widowed,master's,high,huangtang,home appliances,125.8,12,in-store,4,4.0,2.0,unknown,somewhat sensitive,0,8,high,desktop,paypal,2024-05-18,False,True,planned,no preference,1,Saturday,True
90-569-7391,18,female,middle,single,bachelor's,middle,skoutari,health supplements,197.9,11,mixed,2,4.0,2.0,medium,not sensitive,1,4,low,desktop,debit card,2024-04-02,True,True,wants-based,standard,5,Tuesday,False
88-395-8741,44,male,high,divorced,high school,middle,jelat,travel & leisure (flights,299.09,8,in-store,1,1.0,2.0,high,very sensitive,2,7,high,tablet,debit card,2024-06-24,False,False,impulsive,standard,14,Monday,False
06-638-0433,41,male,high,married,high school,middle,doibang,travel & leisure (flights,79.3,10,online,3,2.0,1.0,low,somewhat sensitive,2,4,high,smartphone,debit card,2024-09-03,False,False,planned,no preference,2,Tuesday,False
84-208-7045,33,male,high,divorced,high school,high,kazimierz dolny,books,55.73,12,in-store,4,3.0,0.3,medium,not sensitive,1,3,high,tablet,paypal,2024-05-19,False,True,need-based,express,3,Sunday,True
71-568-0867,46,male,high,single,bachelor's,high,margasari,software & apps,256.44,8,in-store,4,1.0,2.0,high,somewhat sensitive,1,6,medium,tablet,other,2024-08-04,False,False,wants-based,express,3,Sunday,True
18-925-1867,23,female,high,married,bachelor's,high,garca,toys & games,337.21,12,online,1,5.0,1.0,low,somewhat sensitive,0,9,unknown,smartphone,debit card,2024-10-24,True,True,planned,express,11,Thursday,False
69-394-1424,35,female,high,single,master's,middle,muff,software & apps,494.97,12,in-store,5,4.0,2.0,low,not sensitive,1,5,low,tablet,debit card,2024-08-16,False,False,planned,no preference,7,Friday,False
91-695-8237,31,female,middle,widowed,high school,high,kryva hora,arts & crafts,238.58,6,online,3,2.0,2.0,medium,very sensitive,2,9,medium,tablet,paypal,2024-06-11,True,True,wants-based,standard,8,Tuesday,False
68-458-0904,20,female,high,single,bachelor's,high,pyra,sports & outdoors,131.9,8,mixed,3,5.0,0.0,unknown,not sensitive,2,4,medium,tablet,credit card,2024-11-01,True,True,planned,no preference,4,Friday,False
28-862-5550,49,female,middle,married,bachelor's,high,general lavalle,food & beverages,403.03,12,mixed,1,5.0,1.0,medium,somewhat sensitive,0,1,high,tablet,other,2024-08-22,True,True,wants-based,standard,2,Thursday,False
85-666-7449,26,female,high,widowed,bachelor's,high,zhongzhang,health supplements,338.6,10,in-store,1,3.0,2.0,medium,somewhat sensitive,1,3,medium,desktop,other,2024-08-24,False,False,planned,no preference,9,Saturday,True
30-987-7421,36,male,middle,widowed,high school,high,estacion,furniture,365.38,11,online,1,4.0,0.0,high,somewhat sensitive,0,9,medium,desktop,cash,2024-08-01,False,False,wants-based,express,14,Thursday,False
39-107-6852,21,male,middle,married,high school,high,xinglongchang,sports & outdoors,433.99,11,mixed,3,2.0,1.0,high,not sensitive,0,2,unknown,desktop,credit card,2024-02-09,False,False,need-based,no preference,8,Friday,False
85-467-6564,35,female,middle,widowed,high school,middle,san nicolas,health care,495.95,5,in-store,4,2.0,0.0,high,very sensitive,1,7,unknown,smartphone,other,2024-04-10,False,False,planned,no preference,6,Wednesday,False
82-692-9306,41,male,high,married,high school,middle,ropa,baby products,356.22,7,in-store,2,5.0,0.0,medium,very sensitive,1,7,high,smartphone,credit card,2024-06-10,False,True,planned,express,6,Monday,False
18-593-8611,22,genderqueer,high,single,high school,middle,san diego,health supplements,156.4,7,in-store,4,5.0,2.0,low,somewhat sensitive,1,7,low,desktop,credit card,2024-11-07,False,True,need-based,standard,4,Thursday,False
93-093-0556,42,male,middle,single,master's,middle,pan-an,sports & outdoors,454.36,3,in-store,4,5.0,1.0,low,very sensitive,1,8,medium,tablet,cash,2024-09-16,True,False,planned,no preference,12,Monday,False
59-080-5779,50,male,high,single,bachelor's,high,shu,software & apps,486.07,11,mixed,5,1.0,0.0,medium,somewhat sensitive,2,6,unknown,tablet,credit card,2024-01-16,False,False,planned,standard,12,Tuesday,False
64-915-2968,30,female,high,divorced,high school,middle,tyn nad vltavou,packages),427.86,11,mixed,4,3.0,1.0,medium,not sensitive,0,6,medium,desktop,debit card,2024-03-03,True,True,need-based,express,8,Sunday,True
94-495-3402,49,female,high,divorced,master's,high,mojogajeh,beauty & personal care,235.13,10,online,5,4.0,1.0,medium,very sensitive,2,3,unknown,smartphone,other,2024-03-29,True,False,planned,no preference,6,Friday,False
84-458-6432,40,female,middle,divorced,bachelor's,middle,mawu,groceries,361.27,4,online,3,3.0,1.0,unknown,not sensitive,0,5,high,tablet,credit card,2024-09-15,True,False,need-based,standard,2,Sunday,True
46-452-3822,38,female,middle,single,bachelor's,middle,genting,furniture,195.83,10,mixed,1,2.0,2.0,unknown,not sensitive,1,7,high,desktop,debit card,2024-01-25,True,False,need-based,no preference,13,Thursday,False
54-877-5699,21,male,high,married,master's,high,madan,sports & outdoors,340.31,10,online,5,1.0,1.0,low,somewhat sensitive,0,5,low,desktop,other,2024-09-18,False,True,impulsive,no preference,14,Wednesday,False
15-146-4456,40,male,high,divorced,master's,high,hexiangqiao,animal feed,489.67,5,mixed,5,5.0,1.0,unknown,very sensitive,1,5,medium,tablet,debit card,2024-12-21,False,False,wants-based,standard,11,Saturday,True
76-620-2994,26,male,high,divorced,master's,middle,na muen,mobile accessories,482.5,11,mixed,1,1.0,1.0,unknown,very sensitive,2,1,unknown,smartphone,cash,2024-09-28,True,True,need-based,no preference,13,Saturday,True
60-834-3348,32,female,middle,married,master's,middle,gafargaon,jewelry & accessories,433.14,10,in-store,3,1.0,2.0,medium,not sensitive,2,3,high,tablet,debit card,2024-07-09,False,False,impulsive,no preference,5,Tuesday,False
77-742-5663,47,female,middle,widowed,high school,high,qingban,jewelry & accessories,375.7,6,online,3,1.0,2.0,low,very sensitive,2,10,medium,tablet,other,2024-09-27,True,False,wants-based,no preference,10,Friday,False
05-167-0833,21,male,middle,single,master's,middle,labege,travel & leisure (flights,381.3,12,online,2,1.0,1.0,high,very sensitive,0,4,low,desktop,credit card,2024-01-09,False,False,planned,express,7,Tuesday,False
86-182-9556,34,male,high,widowed,high school,high,port elizabeth,electronics,210.21,4,mixed,4,1.0,2.0,high,very sensitive,0,10,high,desktop,paypal,2024-07-05,False,True,need-based,no preference,14,Friday,False
14-415-2802,29,male,middle,widowed,master's,high,sauri,health supplements,408.81,8,mixed,5,4.0,2.0,low,very sensitive,1,3,medium,desktop,debit card,2024-07-16,False,True,wants-based,express,12,Tuesday,False
49-469-9163,20,female,middle,divorced,bachelor's,high,desakolot,jewelry & accessories,118.65,10,mixed,1,3.0,0.0,low,very sensitive,0,2,low,smartphone,credit card,2024-01-09,True,True,impulsive,standard,13,Tuesday,False
67-937-6624,50,male,high,divorced,bachelor's,middle,huambo,software & apps,166.45,7,mixed,5,2.0,2.0,low,very sensitive,2,1,high,smartphone,cash,2024-08-13,True,False,planned,express,12,Tuesday,False
91-761-9492,29,female,middle,divorced,master's,high,luoting,travel & leisure (flights,385.32,10,online,1,1.0,1.0,low,very sensitive,0,1,medium,smartphone,paypal,2024-09-05,True,True,impulsive,standard,9,Thursday,False
19-184-7665,25,non-binary,middle,married,bachelor's,high,stepnogorsk,mobile accessories,293.99,10,mixed,3,4.0,0.0,unknown,somewhat sensitive,2,7,unknown,tablet,credit card,2024-09-29,False,True,wants-based,no preference,5,Sunday,True
19-383-9741,37,male,middle,widowed,high school,middle,zarechnyy,toys & games,161.41,9,mixed,1,4.0,0.0,low,very sensitive,1,8,high,desktop,paypal,2024-04-07,True,False,impulsive,standard,3,Sunday,True
15-625-4047,39,male,middle,single,master's,middle,la union,groceries,130.92,2,online,1,2.0,1.0,high,very sensitive,2,2,unknown,tablet,cash,2024-12-18,True,True,impulsive,no preference,9,Wednesday,False
81-820-4735,48,female,middle,divorced,bachelor's,high,banjar medura,toys & games,468.6,4,mixed,3,4.0,2.0,medium,somewhat sensitive,0,6,unknown,desktop,paypal,2024-06-14,False,True,need-based,no preference,2,Friday,False
71-436-6908,47,male,high,divorced,bachelor's,middle,arnprior,toys & games,237.57,5,online,3,3.0,0.0,medium,somewhat sensitive,0,3,medium,smartphone,cash,2024-04-25,True,True,need-based,no preference,11,Thursday,False
73-145-5784,50,female,middle,divorced,high school,high,donglu,furniture,395.18,5,in-store,2,2.0,1.0,unknown,not sensitive,0,5,high,smartphone,other,2024-07-20,True,True,need-based,standard,6,Saturday,True
50-637-1630,42,polygender,high,married,high school,middle,inderka,electronics,427.94,12,mixed,5,4.0,1.3,high,not sensitive,1,2,unknown,smartphone,other,2024-03-29,False,False,impulsive,no preference,10,Friday,False
44-938-7475,28,female,high,single,bachelor's,high,tochio-honcho,hotels,81.23,9,mixed,2,5.0,2.0,high,not sensitive,1,10,medium,tablet,cash,2024-03-26,False,True,wants-based,standard,6,Tuesday,False
55-279-3045,23,male,middle,single,high school,middle,pasadena,hotels,257.43,5,online,4,2.0,0.0,low,somewhat sensitive,1,7,low,desktop,other,2024-04-14,True,True,need-based,standard,13,Sunday,True
59-997-3903,42,male,high,divorced,high school,high,barishal,arts & crafts,305.73,7,mixed,2,5.0,1.0,medium,not sensitive,2,8,medium,tablet,cash,2024-12-14,True,False,planned,express,14,Saturday,True
12-029-9344,32,male,high,single,bachelor's,high,kihurio,toys & games,249.82,10,in-store,5,3.0,1.0,high,not sensitive,2,6,medium,tablet,paypal,2024-08-12,True,False,wants-based,no preference,10,Monday,False
41-130-2570,33,male,middle,divorced,bachelor's,high,oekero,animal feed,332.79,11,online,3,5.0,2.0,unknown,not sensitive,2,1,high,tablet,paypal,2024-08-29,False,False,wants-based,no preference,4,Thursday,False
25-285-7453,32,male,high,single,bachelor's,middle,cluses,arts & crafts,78.9,3,in-store,4,1.0,1.0,low,not sensitive,0,1,medium,tablet,debit card,2024-09-07,False,True,planned,standard,10,Saturday,True
47-225-8686,29,male,high,widowed,high school,high,wrzasowice,health care,122.55,9,mixed,2,4.0,0.3,low,not sensitive,2,3,medium,desktop,credit card,2024-06-28,False,False,impulsive,express,4,Friday,False
33-519-4214,25,non-binary,high,divorced,bachelor's,middle,hengfeng,mobile accessories,307.61,6,mixed,1,1.0,0.0,low,somewhat sensitive,0,9,medium,smartphone,paypal,2024-09-12,True,True,need-based,no preference,10,Thursday,False
03-991-2098,41,female,high,divorced,bachelor's,middle,bor,software & apps,152.33,2,in-store,1,5.0,1.0,unknown,not sensitive,1,6,high,smartphone,debit card,2024-01-19,False,True,impulsive,no preference,8,Friday,False
30-735-8744,24,female,middle,divorced,bachelor's,high,nawu,mobile accessories,465.07,8,online,2,4.0,0.0,medium,not sensitive,1,2,high,desktop,cash,2024-03-02,False,False,wants-based,no preference,8,Saturday,True
13-848-5757,32,female,high,single,master's,middle,longotea,sports & outdoors,498.23,10,online,5,2.0,0.0,unknown,very sensitive,0,7,medium,smartphone,other,2024-01-08,True,False,planned,no preference,9,Monday,False
21-300-2001,41,female,middle,widowed,high school,middle,habil al jabr,luxury goods,491.18,3,mixed,4,4.0,1.0,high,very sensitive,0,6,unknown,smartphone,cash,2024-08-27,False,False,impulsive,no preference,14,Tuesday,False
38-587-1781,18,male,middle,divorced,bachelor's,middle,gueset,health care,149.42,3,mixed,1,1.0,2.0,medium,very sensitive,0,6,unknown,desktop,cash,2024-01-03,True,False,wants-based,express,5,Wednesday,False
66-557-1474,25,male,middle,single,master's,middle,likak,furniture,82.13,9,online,5,1.0,0.0,medium,somewhat sensitive,2,6,high,tablet,debit card,2024-04-09,True,True,need-based,express,6,Tuesday,False
03-422-8710,49,male,middle,divorced,bachelor's,high,yuanguping,sports & outdoors,425.18,4,mixed,2,1.0,0.0,medium,very sensitive,1,8,medium,tablet,paypal,2024-03-19,True,False,wants-based,standard,10,Tuesday,False
39-731-8532,39,male,high,married,master's,middle,colon,arts & crafts,176.12,8,online,2,3.0,1.2,medium,somewhat sensitive,1,10,low,desktop,credit card,2024-06-15,True,True,impulsive,standard,14,Saturday,True
80-830-3184,47,female,high,single,high school,middle,lyon,jewelry & accessories,70.3,6,online,3,5.0,0.0,unknown,very sensitive,1,8,medium,desktop,cash,2024-03-03,True,True,need-based,standard,3,Sunday,True
97-505-8416,43,male,middle,married,bachelor's,middle,chamical,luxury goods,319.39,7,mixed,4,5.0,0.0,unknown,very sensitive,1,10,high,desktop,credit card,2024-11-17,False,True,planned,standard,3,Sunday,True
98-585-4742,38,female,high,widowed,high school,high,agios andreas,home appliances,113.51,11,mixed,4,1.0,1.0,high,not sensitive,2,2,low,desktop,credit card,2024-02-14,True,True,planned,express,8,Wednesday,False
51-302-9537,40,female,high,single,bachelor's,middle,cibeusi,animal feed,492.74,2,mixed,1,5.0,2.0,low,very sensitive,1,3,high,tablet,other,2024-02-29,True,False,need-based,express,13,Thursday,False
88-313-2633,33,male,middle,divorced,master's,middle,itsandzeni,furniture,143.8,9,in-store,2,2.0,2.0,low,somewhat sensitive,0,7,unknown,tablet,debit card,2024-02-22,True,False,wants-based,no preference,11,Thursday,False
61-286-0069,18,agender,middle,widowed,bachelor's,middle,kosh-agach,arts & crafts,158.54,5,online,2,1.0,1.0,low,not sensitive,2,7,high,smartphone,debit card,2024-03-31,False,False,planned,express,5,Sunday,True
35-907-0586,39,female,high,married,bachelor's,high,kuafeu,furniture,213.39,6,online,3,4.0,2.0,medium,not sensitive,2,5,medium,desktop,cash,2024-10-27,False,True,planned,standard,4,Sunday,True
30-522-1574,31,male,middle,divorced,bachelor's,high,xincheng,health supplements,127.18,2,in-store,5,5.0,1.0,medium,somewhat sensitive,0,2,medium,desktop,debit card,2024-12-21,False,False,planned,standard,4,Saturday,True
43-715-8777,27,male,middle,divorced,master's,high,minneapolis,luxury goods,476.63,9,in-store,3,5.0,2.0,medium,not sensitive,2,2,unknown,desktop,debit card,2024-11-19,True,False,impulsive,no preference,1,Tuesday,False
